City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,asasa,7.1,39.2,17.63,75,64,2.46,ET,1690442116
360,louga,58.7372,29.8453,19.15,62,100,2.71,RU,1690442116
361,zagora,30.3484,-5.8365,33.29,9,0,0.69,MA,1690442117
362,lata,40.1629,-8.3327,17.26,90,100,1.61,PT,1690442117
363,nanao,37.05,136.9667,34.54,66,0,2.57,JP,1690441869
364,valparaiso,-33.0393,-71.6273,8.8,93,0,1.03,CL,1690442118
365,luena,-11.7833,19.9167,19.75,30,1,3.04,AO,1690442118
366,auki,-8.7676,160.7034,25.33,91,100,1.53,SB,1690442118
367,rabaul,-4.1967,152.1721,28.42,78,100,5.36,PG,1690442118
368,dwarka,22.2394,68.9678,28.88,81,100,8.78,IN,1690442119
369,mana,5.6592,-53.7767,24.36,91,100,2.85,GF,1690442119
370,yondo,7.0062,-73.9097,23.95,97,100,0.42,CO,1690442119
371,piti village,13.4626,144.6933,29.49,88,40,6.69,GU,1690442119
372,sinjar,36.3209,41.8754,38.19,12,0,4.84,IQ,1690442120
373,kasempa,-13.4584,25.8338,18.96,40,0,4.62,ZM,1690442120
374,ad dilam,23.9915,47.1627,42.23,9,83,1.56,SA,1690442121
375,saipan,15.1355,145.701,28.69,100,40,5.36,MP,1690441959
376,dehdasht,30.7949,50.5646,39.03,8,0,2.07,IR,1690442121
377,evanston,42.0411,-87.6901,24.42,90,0,0.0,US,1690442122
378,opuwo,-18.0607,13.84,19.33,31,6,0.77,NA,1690442122
379,tinogasta,-28.0632,-67.5649,8.52,62,100,1.12,AR,1690442123
380,barcelos,41.5388,-8.6151,17.73,90,21,1.63,PT,1690442123
381,tsukumiura,33.0706,131.8572,27.71,62,0,4.62,JP,1690442123
382,georgetown,5.4112,100.3354,32.96,66,20,4.12,MY,1690441843
383,okha,53.5739,142.9478,15.18,88,96,3.62,RU,1690442124
384,gwadar,25.1216,62.3254,29.42,75,62,5.19,PK,1690442124
385,kataysk,56.289,62.5841,25.9,46,48,3.37,RU,1690441969
386,fredericksburg,38.3032,-77.4605,25.45,93,0,2.06,US,1690442124
387,reggane,26.7158,0.1714,38.29,13,5,2.53,DZ,1690442125
388,papao,-17.75,-149.55,24.82,81,28,1.02,PF,1690442125
389,coahuayana de hidalgo,18.7,-103.6583,26.45,85,100,1.24,MX,1690442126
390,chamical,-30.36,-66.314,10.36,53,100,2.0,AR,1690442126
391,timbuktu,16.7735,-3.0074,32.46,37,94,5.71,ML,1690442126
392,westport,41.1415,-73.3579,25.42,90,20,4.63,US,1690442127
393,ulsteinvik,62.3432,5.8487,16.61,93,90,3.58,NO,1690442127
394,kyzyl-kyya,40.2568,72.1279,37.4,13,0,5.29,KG,1690442127
395,eidson road,28.6772,-100.487,30.65,45,2,7.37,US,1690442128
396,kalach,50.4258,41.0261,29.8,38,4,6.0,RU,1690442061
397,takanabe,32.1333,131.5,30.06,71,19,2.78,JP,1690442033
398,ust-tsilma,65.441,52.1498,23.25,47,95,1.58,RU,1690442128
399,tamanrasset,22.785,5.5228,30.95,10,0,8.23,DZ,1690442129
400,sao felix do xingu,-6.6447,-51.995,22.66,57,60,0.35,BR,1690442129
401,alakurtti,66.9672,30.3491,18.4,60,98,1.26,RU,1690442129
402,okhotsk,59.3833,143.3,18.75,80,20,4.4,RU,1690442130
403,sterling,39.0062,-77.4286,25.85,88,0,3.6,US,1690441913
404,oakdale,44.963,-92.9649,25.65,89,0,2.57,US,1690442130
405,uiju,40.1994,124.5317,25.6,88,100,3.86,KP,1690442131
406,villefontaine,45.6125,5.1456,20.62,55,0,3.09,FR,1690442131
407,kaya,13.0917,-1.0844,28.39,60,100,4.84,BF,1690442131
408,pangkalanbuun,-2.6833,111.6167,32.95,43,22,3.01,ID,1690442131
409,bay harbor,30.1471,-85.6146,26.68,89,0,0.0,US,1690442132
410,san pedro tapanatepec,16.35,-94.2,26.47,74,78,1.75,MX,1690442132
411,jibou,47.2667,23.25,14.62,63,34,6.65,RO,1690442132
412,gulnar,36.3415,33.3992,30.27,21,0,1.74,TR,1690442133
413,malvan,16.0667,73.4667,25.38,91,100,8.4,IN,1690442133
414,helensburgh,56.0061,-4.7265,14.69,99,100,0.45,GB,1690442134
415,aasiaat,68.7098,-52.8699,3.08,95,20,4.54,GL,1690442134
416,nogliki,51.8333,143.1667,21.82,77,88,4.46,RU,1690442134
417,rawson,-43.3002,-65.1023,4.18,70,100,1.62,AR,1690442053
418,sogndal,61.2283,7.1003,15.21,87,75,0.0,NO,1690442135
419,imbituba,-28.24,-48.6703,16.9,82,90,6.26,BR,1690442135
420,bornu yassu,12.2774,12.5552,29.37,54,98,6.0,NG,1690442135
421,geneina,13.45,22.45,25.91,67,100,4.85,SD,1690442135
422,arteche,12.2645,125.4048,31.77,61,100,3.25,PH,1690442136
423,chita,52.0333,113.55,17.94,93,40,3.0,RU,1690442127
424,howard springs,-12.497,131.047,27.95,38,95,1.91,AU,1690442136
425,island harbour,50.724,-1.2758,18.42,96,100,2.68,GB,1690442137
426,akureyri,65.6835,-18.0878,7.96,76,75,2.06,IS,1690441983
427,misratah,32.3754,15.0925,28.7,62,0,6.8,LY,1690442125
428,scarborough,54.2797,-0.4044,16.76,92,100,0.89,GB,1690441893
429,muynoq,43.7683,59.0214,32.43,35,90,4.73,UZ,1690442138
430,federal,-30.9547,-58.7833,7.34,70,99,2.5,AR,1690442138
431,kinablangan,7.6947,126.5503,27.97,83,100,2.7,PH,1690442138
432,galliano,29.4422,-90.2992,25.0,77,0,1.57,US,1690442139
433,petauke,-14.2426,31.3253,19.75,51,0,2.64,ZM,1690442119
434,mar del plata,-38.0023,-57.5575,8.38,91,35,8.05,AR,1690441939
435,malango,-2.9627,119.9001,26.66,62,21,2.17,ID,1690442139
436,vershino-darasunskiy,52.35,115.5167,21.06,55,82,2.33,RU,1690442140
437,cheongju-si,36.6372,127.4897,32.98,55,40,2.06,KR,1690441620
438,zalingei,12.9096,23.4741,24.72,71,100,2.41,SD,1690442140
439,la ronge,55.1001,-105.2842,12.14,82,100,4.63,CA,1690442141
440,nanchang,28.6833,115.8833,33.74,55,28,4.95,CN,1690441960
441,wenzhou,27.9994,120.6668,24.29,98,100,2.69,CN,1690441926
442,chinde,26.8418,88.0763,23.97,79,96,2.06,NP,1690442141
443,niquero,20.0431,-77.5828,26.8,82,55,1.8,CU,1690442142
444,connersville,39.6412,-85.1411,25.39,84,0,4.47,US,1690442143
445,lerwick,60.1545,-1.1494,13.0,78,7,1.36,GB,1690442143
446,dapa,9.7594,126.0531,30.04,64,90,0.5,PH,1690442144
447,aktau,43.65,51.2,33.32,49,0,1.61,KZ,1690441857
448,yazman,29.1212,71.7446,31.98,64,100,4.93,PK,1690442144
449,victorica,-36.2151,-65.4359,5.89,65,45,5.6,AR,1690442144
450,vorkuta,67.5,64.0,17.24,81,100,1.92,RU,1690441979
451,kone,-21.0595,164.8658,19.74,61,36,4.5,NC,1690442145
452,katsuura,35.1333,140.3,28.02,74,4,5.43,JP,1690442145
453,cidreira,-30.1811,-50.2056,12.79,87,100,4.94,BR,1690442145
454,dalandzadgad,43.5708,104.425,30.2,17,47,0.96,MN,1690442146
455,wuyang,31.9925,116.2472,33.21,63,57,4.54,CN,1690442147
456,okondja,-0.6549,13.6753,25.57,72,10,1.35,GA,1690442147
457,beswan,27.65,77.8833,32.31,62,100,1.79,IN,1690442147
458,dali,25.7,100.1833,26.13,54,92,2.99,CN,1690442071
459,la rinconada,37.4873,-5.9826,21.65,83,75,4.12,ES,1690441861
460,villa de soto,-30.8552,-64.9995,8.0,49,100,2.72,AR,1690442148
461,lompoc,34.6391,-120.4579,14.73,96,100,2.57,US,1690442148
462,san patricio,28.017,-97.5169,29.92,82,0,4.94,US,1690442149
463,malakanagiri,18.35,81.9,26.51,93,100,3.32,IN,1690442149
464,goondiwindi,-28.55,150.3167,17.32,43,0,1.58,AU,1690442149
465,arawa,-6.2132,155.5367,27.45,88,78,2.03,PG,1690442150
466,chaah,2.249,103.048,31.72,60,100,3.04,MY,1690442116
467,craig,40.5153,-107.5464,15.79,71,0,0.0,US,1690442150
468,bristol,41.8334,-71.1662,23.12,83,0,2.06,US,1690442150
469,portland,45.5234,-122.6762,19.99,68,40,4.63,US,1690442151
470,alaghsas,17.0187,8.0168,29.94,58,89,4.12,NE,1690442151
471,tangalle,6.024,80.7911,30.81,62,95,6.94,LK,1690442151
472,holualoa,19.6228,-155.9522,25.48,84,20,3.09,US,1690442152
473,saint-philippe,-21.3585,55.7679,23.77,74,58,5.03,RE,1690442152
474,komsomol'skiy,43.9783,46.6985,31.12,35,0,9.83,RU,1690442152
475,santyoku,37.4406,129.1708,29.86,65,96,2.46,KR,1690442152
476,new baltimore,42.6811,-82.7369,22.24,96,75,3.6,US,1690442153
477,karatau,43.1667,70.4667,37.29,16,65,5.94,KZ,1690442153
478,shimoda,34.6667,138.95,30.2,72,44,4.07,JP,1690442153
479,ebon,4.582,168.6964,28.33,71,36,1.71,MH,1690442154
480,lishu,43.3047,124.3278,27.97,78,100,6.53,CN,1690442154
481,labrador city,52.9463,-66.9114,12.95,88,40,6.17,CA,1690442154
482,weno,7.4515,151.8468,28.36,75,69,5.46,FM,1690442155
483,yorkton,51.2167,-102.4677,11.91,76,20,3.6,CA,1690442111
484,road town,18.4167,-64.6167,28.05,77,100,7.78,VG,1690442155
485,waajid,3.8096,43.2463,27.91,45,11,10.26,SO,1690442075
486,zhaotong,27.3167,103.7167,21.53,80,100,1.54,CN,1690442131
487,aqadyr,48.2553,72.8483,30.84,24,75,7.24,KZ,1690442156
488,angatuba,-23.4897,-48.4128,16.22,65,10,0.25,BR,1690442156
489,buenaventura,3.8801,-77.0312,24.13,93,25,1.02,CO,1690442156
490,priozersk,61.0393,30.1291,22.83,54,32,0.78,RU,1690441901
491,novodvinsk,64.4165,40.8122,18.36,71,86,2.23,RU,1690442047
492,esperanza,19.5847,-70.9849,24.05,88,100,2.68,DO,1690442157
493,tongchuanshi,35.0806,109.0897,27.35,60,100,4.15,CN,1690442143
494,wucheng,29.6008,118.175,31.34,63,74,5.28,CN,1690442158
495,angaur state,6.906,134.13,26.84,81,100,8.9,PW,1690442158
496,encruzilhada do sul,-30.5439,-52.5219,5.94,98,19,1.48,BR,1690442158
497,gimbi,9.1667,35.8333,15.14,95,94,0.05,ET,1690442159
498,san luis,-33.295,-66.3356,8.11,47,100,1.61,AR,1690442047
499,maintirano,-18.0667,44.0167,25.48,51,0,2.25,MG,1690442159
500,brookings,44.3114,-96.7984,28.0,69,100,5.66,US,1690442159
501,oruro,-17.9833,-67.15,1.54,85,0,2.35,BO,1690442002
502,kayangel,8.0823,134.7173,25.81,90,100,12.16,PW,1690442161
503,riachao do jacuipe,-11.8069,-39.3856,18.27,95,65,2.12,BR,1690442161
504,matane,48.8286,-67.522,17.67,95,100,4.35,CA,1690442162
505,kailua-kona,19.6406,-155.9956,27.0,89,20,3.09,US,1690442162
506,hengchun,22.0042,120.7439,26.77,89,100,17.71,TW,1690441911
507,pecos,31.4229,-103.4932,29.61,34,0,3.6,US,1690442163
508,santana,-0.0583,-51.1817,24.1,100,40,1.03,BR,1690442163
509,colchani,-20.3,-66.9333,-0.35,37,0,2.82,BO,1690442163
510,lib,8.3122,167.3766,28.58,75,39,2.96,MH,1690442164
511,shiguai,40.7058,110.2856,28.98,37,100,3.45,CN,1690442164
512,dudinka,69.4058,86.1778,28.68,43,44,2.2,RU,1690442093
513,n'zeto,-7.2312,12.8666,21.36,86,72,3.76,AO,1690442165
514,taltal,-25.4,-70.4833,14.35,87,100,0.35,CL,1690442165
515,kuching,1.55,110.3333,37.29,55,20,2.24,MY,1690442165
516,oppdal,62.5943,9.6912,13.31,77,100,0.5,NO,1690442166
517,alice springs,-23.7,133.8833,22.75,53,100,3.09,AU,1690442051
518,great malvern,52.1116,-2.3252,18.54,94,100,1.79,GB,1690442166
519,hadibu,12.65,54.0333,27.18,66,90,15.43,YE,1690442141
520,merritt island,28.5392,-80.672,28.0,91,0,0.45,US,1690442167
521,christchurch,-43.5333,172.6333,9.95,58,75,9.26,NZ,1690442167
522,badulla,6.9895,81.0557,32.33,41,100,1.12,LK,1690442025
523,athens,37.9795,23.7162,33.65,34,0,5.36,GR,1690442103
524,whangarei,-35.7317,174.3239,10.8,76,7,5.12,NZ,1690442168
525,puerto aysen,-45.4,-72.7,2.45,99,100,0.41,CL,1690442168
526,wynyard,-41.0,145.7167,10.81,88,99,3.3,AU,1690442172
527,gamay,12.3854,125.2979,31.95,60,100,4.37,PH,1690442172
528,sao joao da barra,-21.6403,-41.0511,21.31,85,62,6.91,BR,1690442173
529,inarajan village,13.2736,144.7484,29.54,90,100,4.93,GU,1690442173
530,kuressaare,58.2481,22.5039,19.41,87,0,4.12,EE,1690442173
531,saudarkrokur,65.7461,-19.6394,9.22,80,6,1.66,IS,1690442174
532,paola,39.3599,16.0396,25.94,59,0,1.25,IT,1690442065
533,leua,48.2156,18.6071,18.61,58,0,3.98,SK,1690441907
534,darhan,49.4867,105.9228,27.37,41,2,2.11,MN,1690442174
535,zuunmod,47.7069,106.9528,23.57,38,87,5.66,MN,1690442175
536,"laikit, laikit ii (dimembe)",1.4792,124.9735,31.47,55,40,7.2,ID,1690442175
537,chadron,42.8294,-102.9999,23.25,45,0,2.24,US,1690442175
538,gladstone,-23.85,151.25,21.96,46,75,6.69,AU,1690442176
539,armacao de buzios,-22.7469,-41.8817,20.29,91,6,7.92,BR,1690442069
540,guasdualito,7.2424,-70.7324,25.0,100,100,1.54,VE,1690442176
541,chengam,12.3,78.8,32.81,45,99,9.82,IN,1690442177
542,howrah,22.5892,88.3103,32.0,79,75,4.12,IN,1690441457
543,yura,-16.2522,-71.6797,9.84,25,0,1.39,PE,1690442177
544,mwanza,-2.5167,32.9,22.44,44,86,5.83,TZ,1690442177
545,rikaze,29.25,88.8833,13.12,69,100,3.03,CN,1690442023
546,inongo,-1.95,18.2667,22.93,69,27,1.8,CD,1690442178
547,martapura,-3.4167,114.85,33.05,52,40,4.12,ID,1690442178
548,ola,59.5833,151.2833,18.97,98,100,1.91,RU,1690442178
549,cannonvale,-20.2833,148.7,20.66,70,96,7.73,AU,1690442179
550,fort bragg,35.139,-79.006,25.85,89,0,2.57,US,1690442179
551,kavaratti,10.5669,72.642,28.43,73,100,6.86,IN,1690442059
552,k'olito,7.3167,38.0833,17.5,86,100,3.25,ET,1690442179
553,kozova,49.4354,25.1509,11.93,92,100,7.24,UA,1690442180
554,albania,41.0,20.0,24.99,61,0,1.05,AL,1690442180
555,kruisfontein,-34.0033,24.7314,11.05,69,1,2.58,ZA,1690442180
556,namibe,-15.1961,12.1522,16.36,86,77,0.99,AO,1690442180
557,mokshan,53.4365,44.6132,27.05,56,16,6.25,RU,1690442181
558,sinop,41.7711,34.8709,23.24,29,0,3.47,TR,1690442181
559,karema,-6.8205,30.4389,23.83,39,37,4.68,TZ,1690442181
560,atani,6.0294,6.7472,25.03,92,100,1.96,NG,1690442182
561,norrtalje,59.758,18.705,18.24,54,93,2.27,SE,1690442182
562,karoi,-16.8099,29.6925,15.54,71,77,4.03,ZW,1690442182
563,ambon,-3.6954,128.1814,26.08,89,40,1.03,ID,1690442161
564,bukama,-9.2,25.85,26.04,30,97,1.49,CD,1690442183
565,phang nga,8.4509,98.5298,31.02,79,100,3.61,TH,1690442183
566,zouerate,22.7187,-12.4521,25.99,31,88,6.71,MR,1690442183
567,nouadhibou,20.931,-17.0347,22.99,73,12,7.2,MR,1690442121
568,ngereklmadel,7.4883,134.4856,26.05,89,100,6.17,PW,1690442184
569,romanovo,52.6182,81.2271,27.19,31,100,1.36,RU,1690442184
570,la gi,10.6667,107.7833,28.5,81,100,5.89,VN,1690442184
571,stephenville,32.2207,-98.2023,29.93,49,96,0.89,US,1690442184
572,rapar,23.5667,70.6333,32.0,63,100,6.47,IN,1690442185
573,oederan,50.8667,13.1667,17.75,69,100,4.78,DE,1690442185
574,carbondale,37.7273,-89.2168,28.0,85,75,5.14,US,1690441942
575,xinqing,48.2333,129.5,23.65,86,100,1.22,CN,1690442186
576,tazacorte,28.629,-17.9293,22.54,76,75,4.63,ES,1690442186
577,sambava,-14.2667,50.1667,23.95,72,40,7.59,MG,1690442186
578,kincardine,56.0667,-3.7167,14.73,94,100,1.73,GB,1690442186
579,narrabri,-30.3167,149.7833,18.07,51,0,1.44,AU,1690442187
580,al bawiti,28.3492,28.8659,33.27,23,5,1.93,EG,1690442155
581,videira,-27.0083,-51.1517,14.73,94,100,0.89,BR,1690442167
582,codrington,-38.2667,141.9667,14.96,66,98,6.06,AU,1690442187
583,dubno,50.4169,25.7343,13.96,95,100,7.32,UA,1690442188
584,fort mcmurray,56.7268,-111.381,12.77,87,100,2.57,CA,1690442188
585,shira,54.4911,89.9531,25.68,38,15,2.99,RU,1690442188
586,biltine,14.5333,20.9167,28.64,59,79,5.27,TD,1690442188
587,marshfield,44.6689,-90.1718,19.97,100,0,0.0,US,1690442189
588,cruzeiro do sul,-29.5128,-51.9853,12.27,91,13,0.9,BR,1690442189
589,skovorodino,53.9833,123.9167,30.13,37,100,2.59,RU,1690442189
590,slave lake,55.2834,-114.769,12.99,88,100,2.57,CA,1690442190
591,paracuru,-3.41,-39.0306,24.5,85,5,5.58,BR,1690442190
592,homer,59.6425,-151.5483,13.93,85,75,1.54,US,1690442190
593,timimoun,29.2639,0.231,35.21,11,0,2.06,DZ,1690442191
594,swakopmund,-22.6833,14.5333,12.21,90,0,0.89,NA,1690442085
595,salmon arm,50.6998,-119.3024,14.62,72,0,1.03,CA,1690442191
596,nyurba,63.2842,118.3319,24.12,31,24,3.02,RU,1690442191
597,ulladulla,-35.35,150.4667,18.08,41,0,3.8,AU,1690441923
598,bairnsdale,-37.8333,147.6167,12.25,68,0,1.65,AU,1690442192
599,lhokseumawe,5.1801,97.1507,31.04,66,54,4.06,ID,1690442192
600,la'ie,21.6477,-157.9253,26.98,81,36,3.58,US,1690442192
601,balod,20.73,81.2047,32.76,59,96,4.06,IN,1690442193
